synset_id,lemma
oewn-02128704-s,idle
oewn-02128704-s,light
oewn-02128852-s,light
oewn-02130460-n,big cat
oewn-02130460-n,cat
oewn-02147099-v,model
oewn-02147248-v,model
oewn-02147248-v,pose
oewn-02147248-v,posture
oewn-02147248-v,sit
oewn-02172875-s,light
oewn-02210101-n,worker
oewn-02234610-v,fall
oewn-02234610-v,light
oewn-02247038-v,black market
oewn-02247038-v,run
oewn-02276935-v,job
oewn-02276935-v,speculate
oewn-02295310-v,letter
oewn-02303121-v,market
oewn-02303432-v,market
oewn-02315835-v,bank
oewn-02315835-v,deposit
oewn-02327806-v,plant
oewn-02328120-s,light
oewn-02328120-s,unaccented
oewn-02328120-s,weak
oewn-02331194-v,market
oewn-02337623-v,match
oewn-02345399-s,light
oewn-02345399-s,scant
oewn-02345399-s,short
oewn-02348052-v,bank
oewn-02348248-v,bank
oewn-02348370-v,bank
oewn-02378106-v,work
oewn-02381180-v,engage
oewn-02381180-v,wage
oewn-02392176-v,groom
oewn-02392176-v,prepare
oewn-02392176-v,train
oewn-02393052-v,school
oewn-02393545-v,civilise
oewn-02393545-v,civilize
oewn-02393545-v,cultivate
oewn-02393545-v,educate
oewn-02393545-v,school
oewn-02393545-v,train
oewn-02410587-s,abstemious
oewn-02410587-s,light
oewn-02413117-v,put to work
oewn-02413117-v,work
oewn-02415985-v,do work
oewn-02415985-v,work
oewn-02418610-v,work
oewn-02422984-s,light
oewn-02425889-v,job
oewn-02427021-v,run
oewn-02441810-v,work
oewn-02444885-v,chair
oewn-02444885-v,chairman
oewn-02448714-v,operate
oewn-02448714-v,run
oewn-02449024-v,work
oewn-02466486-v,farm out
oewn-02466486-v,job
oewn-02466486-v,subcontract
oewn-02515254-v,train
oewn-02530978-v,run
oewn-02531113-v,act
oewn-02531113-v,work
oewn-02542223-v,act upon
oewn-02542223-v,influence
oewn-02542223-v,work
oewn-02555295-s,faint
oewn-02555295-s,light
oewn-02555295-s,light-headed
oewn-02555295-s,lightheaded
oewn-02555295-s,swooning
oewn-02559394-v,check
oewn-02559394-v,condition
oewn-02559394-v,discipline
oewn-02559394-v,train
oewn-02569242-v,execute
oewn-02569242-v,run
oewn-02578970-v,job
oewn-02596887-s,exemplary
oewn-02596887-s,model
oewn-02600976-v,work
oewn-02618269-v,run
oewn-02629987-v,form
oewn-02629987-v,spring
oewn-02629987-v,take form
oewn-02629987-v,take shape
oewn-02648898-v,defer
oewn-02648898-v,hold over
oewn-02648898-v,postpone
oewn-02648898-v,prorogue
oewn-02648898-v,put off
oewn-02648898-v,put over
oewn-02648898-v,remit
oewn-02648898-v,set back
oewn-02648898-v,shelve
oewn-02648898-v,table
oewn-02653599-v,die hard
oewn-02653599-v,endure
oewn-02653599-v,persist
oewn-02653599-v,prevail
oewn-02653599-v,run
oewn-02654212-v,run
oewn-02654212-v,run for
oewn-02663315-v,agree
oewn-02663315-v,check
oewn-02663315-v,correspond
oewn-02663315-v,fit
oewn-02663315-v,gibe
oewn-02663315-v,jibe
oewn-02663315-v,match
oewn-02663315-v,tally
oewn-02677976-v,equal
oewn-02677976-v,match
oewn-02677976-v,rival
oewn-02677976-v,touch
oewn-02691775-v,extend
oewn-02691775-v,go
oewn-02691775-v,lead
oewn-02691775-v,pass
oewn-02691775-v,run
oewn-02692467-v,lead
oewn-02692467-v,run
oewn-02712903-n,andiron
oewn-02712903-n,dog
oewn-02712903-n,dog-iron
oewn-02712903-n,firedog
oewn-02725274-v,be given
oewn-02725274-v,incline
oewn-02725274-v,lean
oewn-02725274-v,run
oewn-02725274-v,tend
oewn-02726779-v,run
oewn-02727159-v,go
oewn-02727159-v,run
oewn-02732914-v,range
oewn-02732914-v,run
oewn-02757146-v,work
oewn-02765572-v,ignite
oewn-02765572-v,light
oewn-02790795-n,bank
oewn-02790795-n,bank building
oewn-02961779-n,auto
oewn-02961779-n,automobile
oewn-02961779-n,car
oewn-02961779-n,machine
oewn-02961779-n,motorcar
oewn-02986962-n,cat
oewn-02986962-n,caterpillar
oewn-02989061-n,cat
oewn-02989061-n,cat-o'-nine-tails
oewn-03005231-n,chair
oewn-03005700-n,chair
oewn-03086983-n,computer
oewn-03086983-n,computing device
oewn-03086983-n,computing machine
oewn-03086983-n,data processor
oewn-03086983-n,electronic computer
oewn-03086983-n,information processing system
oewn-03275941-n,chair
oewn-03275941-n,death chair
oewn-03275941-n,electric chair
oewn-03275941-n,hot seat
oewn-03436655-n,gear
oewn-03436655-n,gearing
oewn-03436655-n,geartrain
oewn-03436655-n,power train
oewn-03436655-n,train
oewn-03466317-n,food market
oewn-03466317-n,grocery
oewn-03466317-n,grocery store
oewn-03466317-n,market
oewn-03486255-n,hammer
oewn-03486604-n,hammer
oewn-03486604-n,power hammer
oewn-03486757-n,hammer
oewn-03486907-n,cock
oewn-03486907-n,hammer
oewn-03487084-n,hammer
oewn-03604821-n,job
oewn-03604953-n,job
oewn-03614083-n,african tea
oewn-03614083-n,arabian tea
oewn-03614083-n,cat
oewn-03614083-n,kat
oewn-03614083-n,khat
oewn-03614083-n,qat
oewn-03614083-n,quat
oewn-03670692-n,light
oewn-03670692-n,light source
oewn-03671917-n,igniter
oewn-03671917-n,ignitor
oewn-03671917-n,light
oewn-03671917-n,lighter
oewn-03705309-n,machine
oewn-03706297-n,machine
oewn-03706297-n,simple machine
oewn-03721208-n,hammer
oewn-03721208-n,mallet
oewn-03727779-n,market
oewn-03727779-n,market place
oewn-03727779-n,marketplace
oewn-03727779-n,mart
oewn-03733928-n,friction match
oewn-03733928-n,lucifer
oewn-03733928-n,match
oewn-03734302-n,match
oewn-03734302-n,mate
oewn-03734473-n,match
oewn-03782816-n,model
oewn-03782816-n,simulation
oewn-03846937-n,body of work
oewn-03846937-n,oeuvre
oewn-03846937-n,work
oewn-03847186-n,business office
oewn-03847186-n,office
oewn-03907626-n,click
oewn-03907626-n,detent
oewn-03907626-n,dog
oewn-03907626-n,pawl
oewn-03930191-n,disc
oewn-03930191-n,disk
oewn-03930191-n,phonograph record
oewn-03930191-n,phonograph recording
oewn-03930191-n,platter
oewn-03930191-n,record
oewn-03963198-n,industrial plant
oewn-03963198-n,plant
oewn-03963198-n,works
oewn-04146942-n,bank
oewn-04146942-n,coin bank
oewn-04146942-n,money box
oewn-04146942-n,savings bank
oewn-04153115-n,school
oewn-04153115-n,schoolhouse
oewn-04219349-n,bird
oewn-04219349-n,birdie
oewn-04219349-n,shuttle
oewn-04219349-n,shuttlecock
oewn-04295410-n,spring
oewn-04386330-n,table
oewn-04387051-n,table
oewn-04475240-n,railroad train
oewn-04475240-n,train
oewn-04475711-n,train
oewn-04606723-n,piece of work
oewn-04606723-n,work
oewn-04609402-n,work
oewn-04609402-n,workplace
oewn-04958550-n,light
oewn-04958550-n,lightness
oewn-04960557-n,light
oewn-04960557-n,spark
oewn-04960557-n,sparkle
oewn-04960557-n,twinkle
oewn-04978580-n,rose
oewn-04978580-n,rosiness
oewn-05025269-n,brightness
oewn-05025269-n,brightness level
oewn-05025269-n,light
oewn-05025269-n,luminance
oewn-05025269-n,luminosity
oewn-05025269-n,luminousness
oewn-05028317-n,give
oewn-05028317-n,spring
oewn-05028317-n,springiness
oewn-05052992-n,run
oewn-05333491-n,hammer
oewn-05333491-n,malleus
oewn-05620489-n,light
oewn-05644732-n,science
oewn-05644732-n,skill
oewn-05645403-n,accomplishment
oewn-05645403-n,acquirement
oewn-05645403-n,acquisition
oewn-05645403-n,attainment
oewn-05645403-n,skill
oewn-05658665-n,language
oewn-05658665-n,speech
oewn-05703985-n,match
oewn-05763880-n,study
oewn-05763880-n,work
oewn-05765533-n,school
oewn-05765533-n,schooling
oewn-05815941-n,light
oewn-05816565-n,language
oewn-05816565-n,linguistic process
oewn-05854179-n,model
oewn-05863377-n,teacher
oewn-05898856-n,framework
oewn-05898856-n,model
oewn-05898856-n,theoretical account
oewn-05914674-n,plant
oewn-05928460-n,meaning
oewn-05928460-n,substance
oewn-05933998-n,example
oewn-05933998-n,exemplar
oewn-05933998-n,good example
oewn-05933998-n,model
oewn-05945830-n,example
oewn-05945830-n,model
oewn-06216934-n,report
oewn-06216934-n,reputation
oewn-06220526-n,light
oewn-06293304-n,language
oewn-06293304-n,linguistic communication
oewn-06295743-n,sentence
oewn-06297048-n,word
oewn-06315049-n,language
oewn-06315049-n,nomenclature
oewn-06315049-n,terminology
oewn-06421395-n,composition
oewn-06421395-n,paper
oewn-06421395-n,report
oewn-06421395-n,theme
oewn-06443410-n,bible
oewn-06443410-n,book
oewn-06443410-n,christian bible
oewn-06443410-n,good book
oewn-06443410-n,holy scripture
oewn-06443410-n,holy writ
oewn-06443410-n,scripture
oewn-06443410-n,word
oewn-06443410-n,word of god
oewn-06448609-n,book of job
oewn-06448609-n,job
oewn-06502164-n,criminal record
oewn-06502164-n,record
oewn-06584658-n,job
oewn-06613680-n,import
oewn-06613680-n,meaning
oewn-06613680-n,significance
oewn-06613680-n,signification
oewn-06636668-n,letter
oewn-06636668-n,missive
oewn-06649049-n,book
oewn-06649049-n,record
oewn-06649049-n,record book
oewn-06654787-n,intelligence
oewn-06654787-n,news
oewn-06654787-n,tidings
oewn-06654787-n,word
oewn-06659969-n,record
oewn-06686933-n,countersign
oewn-06686933-n,parole
oewn-06686933-n,password
oewn-06686933-n,watchword
oewn-06686933-n,word
oewn-06694296-n,account
oewn-06694296-n,news report
oewn-06694296-n,report
oewn-06694296-n,story
oewn-06694296-n,write up
oewn-06719443-n,letter
oewn-06719443-n,varsity letter
oewn-06750911-n,word
oewn-06841868-n,alphabetic character
oewn-06841868-n,letter
oewn-06841868-n,letter of the alphabet
oewn-06887069-n,light
oewn-07066015-n,language
oewn-07066015-n,lyric
oewn-07066015-n,words
oewn-07123904-n,language
oewn-07123904-n,oral communication
oewn-07123904-n,speech
oewn-07123904-n,speech communication
oewn-07123904-n,spoken communication
oewn-07123904-n,spoken language
oewn-07123904-n,voice communication
oewn-07138578-n,bird
oewn-07138578-n,boo
oewn-07138578-n,bronx cheer
oewn-07138578-n,hiss
oewn-07138578-n,hoot
oewn-07138578-n,raspberry
oewn-07138578-n,razz
oewn-07138578-n,razzing
oewn-07138578-n,snort
oewn-07155367-n,discussion
oewn-07155367-n,give-and-take
oewn-07155367-n,word
oewn-07183893-n,word
oewn-07188040-n,letter
oewn-07232584-n,account
oewn-07232584-n,report
oewn-07233130-n,report
oewn-07233130-n,study
oewn-07233130-n,written report
oewn-07234960-n,report
oewn-07234960-n,report card
oewn-07241961-n,parole
oewn-07241961-n,word
oewn-07241961-n,word of honor
oewn-07309535-n,train
oewn-07406116-n,report
oewn-07422377-n,discharge
oewn-07422377-n,outpouring
oewn-07422377-n,run
oewn-07457610-n,ladder
oewn-07457610-n,ravel
oewn-07457610-n,run
oewn-07475061-n,foot race
oewn-07475061-n,footrace
oewn-07475061-n,run
oewn-07485811-n,match
oewn-07488069-n,campaign
oewn-07488069-n,political campaign
oewn-07488069-n,run
oewn-07580824-n,board
oewn-07580824-n,table
oewn-07659991-n,bird
oewn-07659991-n,fowl
oewn-07692347-n,dog
oewn-07692347-n,frank
oewn-07692347-n,frankfurter
oewn-07692347-n,hot dog
oewn-07692347-n,hotdog
oewn-07692347-n,weenie
oewn-07692347-n,wiener
oewn-07692347-n,wienerwurst
oewn-07909228-n,blush wine
oewn-07909228-n,pink wine
oewn-07909228-n,rose
oewn-07909228-n,rose wine
oewn-08005299-n,couple
oewn-08005299-n,match
oewn-08005299-n,mates
oewn-08011895-n,school
oewn-08011895-n,shoal
oewn-08089673-n,market
oewn-08089673-n,securities industry
oewn-08243256-n,city
oewn-08243256-n,metropolis
oewn-08281504-n,machine
oewn-08281504-n,political machine
oewn-08281680-n,machine
oewn-08283156-n,table
oewn-08283156-n,tabular array
oewn-08292106-n,school
oewn-08293641-n,school
oewn-08294314-n,school
oewn-08354251-n,agency
oewn-08354251-n,authority
oewn-08354251-n,bureau
oewn-08354251-n,federal agency
oewn-08354251-n,government agency
oewn-08354251-n,office
oewn-08369230-n,office
oewn-08369230-n,office staff
oewn-08437235-n,bank
oewn-08437235-n,banking company
oewn-08437235-n,banking concern
oewn-08437235-n,depository financial institution
oewn-08441908-n,market
oewn-08444586-n,caravan
oewn-08444586-n,train
oewn-08444586-n,wagon train
oewn-08476659-n,string
oewn-08476659-n,train
oewn-08477596-n,run
oewn-08477596-n,streak
oewn-08479077-n,bank
oewn-08497146-n,table
oewn-08525382-n,spring
oewn-08542298-n,city
oewn-08542298-n,metropolis
oewn-08542298-n,urban center
oewn-08558466-n,city
oewn-08663763-n,light
oewn-09207565-n,christ within
oewn-09207565-n,inner light
oewn-09207565-n,light
oewn-09207565-n,light within
oewn-09236341-n,bank
oewn-09236472-n,bank
oewn-09236735-n,bank
oewn-09236735-n,camber
oewn-09236735-n,cant
oewn-09374802-n,mesa
oewn-09374802-n,table
oewn-09434308-n,river
oewn-09438816-n,rill
oewn-09438816-n,rivulet
oewn-09438816-n,run
oewn-09438816-n,runnel
oewn-09438816-n,streamlet
oewn-09466357-n,fountain
oewn-09466357-n,natural spring
oewn-09466357-n,outflow
oewn-09466357-n,outpouring
oewn-09466357-n,spring
oewn-09560255-n,logos
oewn-09560255-n,son
oewn-09560255-n,word
oewn-09638837-n,applied scientist
oewn-09638837-n,engineer
oewn-09638837-n,technologist
oewn-09649426-n,compeer
oewn-09649426-n,equal
oewn-09649426-n,match
oewn-09649426-n,peer
oewn-09655706-n,worker
oewn-09786620-n,actor
oewn-09786620-n,doer
oewn-09786620-n,worker
oewn-09905672-n,blackguard
oewn-09905672-n,bounder
oewn-09905672-n,cad
oewn-09905672-n,dog
oewn-09905672-n,heel
oewn-09905672-n,hound
oewn-09906486-n,calculator
oewn-09906486-n,computer
oewn-09906486-n,estimator
oewn-09906486-n,figurer
oewn-09906486-n,reckoner
oewn-09919605-n,cat
oewn-09920434-n,catch
oewn-09920434-n,match
oewn-10008583-n,bird
oewn-10008583-n,chick
oewn-10008583-n,dame
oewn-10008583-n,doll
oewn-10008583-n,skirt
oewn-10008583-n,wench
oewn-10040615-n,doc
oewn-10040615-n,doctor
oewn-10040615-n,dr.
oewn-10040615-n,md
oewn-10040615-n,medico
oewn-10040615-n,physician
oewn-10041617-n,doctor
oewn-10041617-n,dr.
oewn-10041836-n,doctor
oewn-10041836-n,doctor of the church
oewn-10042764-n,dog
oewn-10077522-n,engine driver
oewn-10077522-n,engineer
oewn-10077522-n,locomotive engineer
oewn-10077522-n,railroad engineer
oewn-10133978-n,dog
oewn-10133978-n,frump
oewn-10172934-n,bozo
oewn-10172934-n,cat
oewn-10172934-n,guy
oewn-10172934-n,hombre
oewn-10172934-n,sod
oewn-10242619-n,job
oewn-10274904-n,letter
oewn-10296356-n,light
oewn-10298363-n,machine
oewn-10310901-n,fashion model
oewn-10310901-n,manakin
oewn-10310901-n,manikin
oewn-10310901-n,mannequin
oewn-10310901-n,mannikin
oewn-10310901-n,model
oewn-10344226-n,model
oewn-10344226-n,poser
oewn-10344517-n,model
oewn-10344517-n,role model
oewn-10458237-n,plant
oewn-10488547-n,chair
oewn-10488547-n,chairperson
oewn-10488547-n,president
oewn-10501296-n,prole
oewn-10501296-n,proletarian
oewn-10501296-n,worker
oewn-10713754-n,instructor
oewn-10713754-n,teacher
oewn-11105392-n,job
oewn-11473837-n,work
oewn-11494354-n,light
oewn-11494354-n,visible light
oewn-11494354-n,visible radiation
oewn-12288763-n,oak
oewn-12288763-n,oak tree
oewn-12289435-n,oak
oewn-12640957-n,rose
oewn-12640957-n,rosebush
oewn-13300285-n,earnings
oewn-13300285-n,pay
oewn-13300285-n,remuneration
oewn-13300285-n,salary
oewn-13300285-n,wage
oewn-13377435-n,bank
oewn-13389491-n,bank
oewn-13424816-n,record
oewn-13617916-n,match
oewn-13618229-n,record
oewn-13648798-n,word
oewn-13782269-n,run
oewn-13968154-n,office
oewn-13968154-n,power
oewn-14006789-n,light
oewn-14006789-n,lighting
oewn-14019420-n,run
oewn-14434009-n,job
oewn-14434009-n,problem
oewn-14587365-n,illumination
oewn-14587365-n,light
oewn-15228025-n,school
oewn-15228025-n,school day
oewn-15228025-n,schooltime
oewn-15249488-n,prison term
oewn-15249488-n,sentence
oewn-15249488-n,time
oewn-15261841-n,spring
oewn-15261841-n,springtime
oewn-15286931-n,run
